OTU1	4480524	100.000	240	0	0	1	240	489	728	1.08e-123	444
OTU2	4479835	100.000	240	0	0	1	240	491	730	1.08e-123	444
OTU3	4476969	100.000	240	0	0	1	240	503	742	1.08e-123	444
OTU4	4447072	100.000	240	0	0	1	240	488	727	1.08e-123	444
OTU5	4459159	100.000	240	0	0	1	240	518	757	1.08e-123	444
OTU6	4483061	100.000	240	0	0	1	240	490	729	1.08e-123	444
OTU7	4480787	100.000	240	0	0	1	240	496	735	1.08e-123	444
OTU8	4446027	100.000	240	0	0	1	240	515	754	1.08e-123	444
OTU9	4474933	100.000	240	0	0	1	240	500	739	1.08e-123	444
OTU10	4479151	100.000	240	0	0	1	240	502	741	1.08e-123	444
OTU11	4477031	100.000	240	0	0	1	240	462	701	1.08e-123	444
OTU12	4454582	100.000	240	0	0	1	240	493	732	1.08e-123	444
OTU13	4458099	100.000	240	0	0	1	240	513	752	1.08e-123	444
OTU14	4376650	100.000	240	0	0	1	240	506	745	1.08e-123	444
OTU15	4479453	100.000	240	0	0	1	240	537	776	1.08e-123	444
OTU16	4478125	100.000	240	0	0	1	240	476	715	1.08e-123	444
OTU17	4449054	100.000	240	0	0	1	240	503	742	1.08e-123	444
OTU18	4463414	100.000	240	0	0	1	240	513	752	1.08e-123	444
OTU19	4437659	100.000	240	0	0	1	240	503	742	1.08e-123	444
OTU20	4422494	100.000	240	0	0	1	240	476	715	1.08e-123	444
OTU21	4479131	100.000	240	0	0	1	240	491	730	1.08e-123	444
OTU22	4477861	100.000	240	0	0	1	240	483	722	1.08e-123	444
OTU23	4482637	100.000	240	0	0	1	240	497	736	1.08e-123	444
OTU24	325850	100.000	240	0	0	1	240	490	729	1.08e-123	444
OTU25	4464225	100.000	240	0	0	1	240	526	765	1.08e-123	444
OTU26	4481490	100.000	240	0	0	1	240	507	746	1.08e-123	444
OTU27	2930682	100.000	240	0	0	1	240	475	714	1.08e-123	444
OTU28	4374175	100.000	240	0	0	1	240	520	759	1.08e-123	444
OTU29	147969	100.000	240	0	0	1	240	497	736	1.08e-123	444
OTU30	4478227	100.000	240	0	0	1	240	505	744	1.08e-123	444
OTU31	3903651	100.000	240	0	0	1	240	500	739	1.08e-123	444
OTU32	4481427	100.000	240	0	0	1	240	501	740	1.08e-123	444
OTU33	4469576	100.000	240	0	0	1	240	491	730	1.08e-123	444
OTU34	4399109	100.000	240	0	0	1	240	489	728	1.08e-123	444
OTU35	2686372	100.000	240	0	0	1	240	493	732	1.08e-123	444
OTU36	4458653	100.000	240	0	0	1	240	497	736	1.08e-123	444
OTU37	668150	97.500	240	6	0	1	240	477	716	1.10e-113	411
OTU38	4476780	100.000	240	0	0	1	240	481	720	1.08e-123	444
OTU39	4404187	100.000	240	0	0	1	240	481	720	1.08e-123	444
OTU40	4481077	100.000	240	0	0	1	240	491	730	1.08e-123	444
OTU41	4472460	100.000	240	0	0	1	240	487	726	1.08e-123	444
OTU42	4468466	100.000	240	0	0	1	240	494	733	1.08e-123	444
OTU43	3827244	100.000	240	0	0	1	240	522	761	1.08e-123	444
OTU44	4483097	100.000	240	0	0	1	240	506	745	1.08e-123	444
OTU45	4470163	100.000	240	0	0	1	240	497	736	1.08e-123	444
OTU46	4446453	100.000	240	0	0	1	240	491	730	1.08e-123	444
OTU47	4401580	100.000	240	0	0	1	240	491	730	1.08e-123	444
OTU48	4431862	100.000	240	0	0	1	240	490	729	1.08e-123	444
OTU49	4445506	100.000	240	0	0	1	240	509	748	1.08e-123	444
OTU50	4477811	100.000	240	0	0	1	240	512	751	1.08e-123	444
OTU51	4474191	100.000	240	0	0	1	240	483	722	1.08e-123	444
OTU52	1585962	100.000	240	0	0	1	240	500	739	1.08e-123	444
OTU53	4420408	100.000	240	0	0	1	240	491	730	1.08e-123	444
OTU54	4427369	99.583	240	1	0	1	240	490	729	5.03e-122	438
OTU55	4482071	100.000	240	0	0	1	240	507	746	1.08e-123	444
OTU56	962235	100.000	240	0	0	1	240	506	745	1.08e-123	444
OTU57	4466964	100.000	240	0	0	1	240	507	746	1.08e-123	444
OTU58	4431292	100.000	240	0	0	1	240	485	724	1.08e-123	444
OTU59	185420	100.000	240	0	0	1	240	528	767	1.08e-123	444
OTU60	4446135	100.000	240	0	0	1	240	498	737	1.08e-123	444
OTU61	4380875	100.000	240	0	0	1	240	487	726	1.08e-123	444
OTU62	4474049	100.000	240	0	0	1	240	493	732	1.08e-123	444
OTU63	4446027	99.583	240	1	0	1	240	515	754	5.03e-122	438
OTU64	4364405	100.000	240	0	0	1	240	504	743	1.08e-123	444
OTU65	4470811	100.000	240	0	0	1	240	481	720	1.08e-123	444
OTU66	4378683	100.000	240	0	0	1	240	477	716	1.08e-123	444
OTU67	4341654	100.000	240	0	0	1	240	507	746	1.08e-123	444
OTU68	3186389	100.000	240	0	0	1	240	485	724	1.08e-123	444
OTU69	4393537	100.000	240	0	0	1	240	476	715	1.08e-123	444
OTU70	130228	100.000	240	0	0	1	240	529	768	1.08e-123	444
OTU71	4365526	100.000	240	0	0	1	240	506	745	1.08e-123	444
OTU72	4418546	100.000	240	0	0	1	240	479	718	1.08e-123	444
OTU73	4414476	100.000	240	0	0	1	240	487	726	1.08e-123	444
OTU74	4306262	100.000	240	0	0	1	240	482	721	1.08e-123	444
OTU75	4333569	100.000	240	0	0	1	240	533	772	1.08e-123	444
OTU76	4472174	100.000	240	0	0	1	240	485	724	1.08e-123	444
OTU77	359872	100.000	240	0	0	1	240	519	758	1.08e-123	444
OTU78	109546	100.000	240	0	0	1	240	504	743	1.08e-123	444
OTU79	4448492	100.000	240	0	0	1	240	496	735	1.08e-123	444
OTU80	4479835	99.583	240	1	0	1	240	491	730	5.03e-122	438
OTU81	4348872	100.000	240	0	0	1	240	537	776	1.08e-123	444
OTU82	4420417	100.000	240	0	0	1	240	493	732	1.08e-123	444
OTU83	4402903	100.000	240	0	0	1	240	471	710	1.08e-123	444
OTU84	178148	100.000	240	0	0	1	240	525	764	1.08e-123	444
OTU85	4474380	100.000	240	0	0	1	240	488	727	1.08e-123	444
OTU86	4394976	100.000	240	0	0	1	240	534	773	1.08e-123	444
OTU87	2875740	100.000	240	0	0	1	240	492	731	1.08e-123	444
OTU88	4479129	100.000	240	0	0	1	240	531	770	1.08e-123	444
OTU89	1105984	100.000	240	0	0	1	240	535	774	1.08e-123	444
OTU90	4483092	100.000	240	0	0	1	240	478	717	1.08e-123	444
OTU91	4427847	100.000	240	0	0	1	240	508	747	1.08e-123	444
OTU92	183439	100.000	240	0	0	1	240	525	764	1.08e-123	444
OTU93	4347520	100.000	240	0	0	1	240	485	724	1.08e-123	444
OTU94	4343479	100.000	240	0	0	1	240	500	739	1.08e-123	444
OTU95	4368216	100.000	240	0	0	1	240	507	746	1.08e-123	444
OTU96	3931537	100.000	240	0	0	1	240	493	732	1.08e-123	444
OTU97	845795	100.000	240	0	0	1	240	519	758	1.08e-123	444
OTU98	4481613	100.000	240	0	0	1	240	468	707	1.08e-123	444
OTU99	2713718	100.000	240	0	0	1	240	503	742	1.08e-123	444
OTU100	4312024	100.000	240	0	0	1	240	470	709	1.08e-123	444
OTU101	4448232	100.000	240	0	0	1	240	505	744	1.08e-123	444
OTU102	159911	99.583	240	1	0	1	240	524	763	5.03e-122	438
OTU103	724259	100.000	240	0	0	1	240	526	765	1.08e-123	444
OTU104	4442899	100.000	240	0	0	1	240	487	726	1.08e-123	444
